Word,Meaning
peripatetic,"adj.巡回工作的,流动的"
periphery,"n.外围,边缘"
permanent,"adj.永久的,永恒的"
permeable,"adj.可渗透的,可渗入的"
pernicious,"adj.有害的,恶性的"
perpetrate,"v.犯罪"
perpetual,"adj.永久的,持续的"
perpetuate,"v.使永存,使持续"
perquisite,"n.特权,额外补贴"
persecute,"v.迫害,残害,烦扰"
persevere,"v.坚持不懈"
personable,"adj.英俊潇洒的,品貌兼优的"
perspective,"n.观点,角度"
perspicuous,"adj.清晰易懂的"
persuasive,"adj.有说服力的"
pertinacious,"adj.坚定不移的,固执的"
pertinent,"adj.相关的"
peruse,"v.仔细研读,精读"
pervasive,"adj.遍布的,普遍的"
perverse,"adj.无理取闹的,倔强的,不正当的"
pessimistic,"adj.悲观的"
petition,"v.祈求,请求 n.请愿,正式的申请,申请书"
petrify,"v.使无活力,使停滞,使惊呆"
petroleum,"n.石油"
petty,"adj.不重要的,微不足道的"
petulant,"adj.暴躁的,任性的"
phantom,"n.幽灵,幻影"
phenomenal,"adj.不寻常的,非凡的,显著的"
philanthropy,"n.慈善,捐助"
philistine,"n.俗气的人,文化修养低的人"
philosophy,"n.哲学,观点,信条"
phlegmatic,"adj.沉着的,冷静的,不动感情的"
photochemical,"adj.光化学的"
phylum,"n.门"
piecemeal,"adj.零碎的,零散的"
pier,"n.桥墩,码头"
pilfer,"v.偷窃"
pilgrim,"n.朝圣者"
pillage,"v.掠夺,抢劫"
pillory,"v.嘲弄,羞辱 n.嘲弄,羞辱"
pioneering,"adj.开创性的,开拓性的"
pious,"adj.虔诚的"
piquant,"adj.辛辣刺激的,刺激有趣的,引人入胜的"
pitcher,"n.投球手,水罐"
pitfall,"n.陷阱,隐患"
pithy,"adj.简明扼要的,言简意赅的"
pivotal,"adj.关键的"
placate,"v.安抚,抚慰"
placebo,"n.安慰剂"
placid,"adj.平静的,宁静的"
plagiarize,"v.剽窃,抄袭"
plaintiff,"n.原告"
plaintive,"adj.悲伤的"
platonic,"adj.(柏拉图式的)理想的,不切实际的"
playwright,"n.剧作家"
pledge,"v.保证,许诺"
Pleistocene,"n.更新世"
plentitude,"n.充足,丰富"
plethora,"n.过多,大量"
pliable,"adj.柔韧的,顺从的,易受影响的"
plight,"n.困境"
plod,"v.沉重缓慢地走,辛勤工作"
ploy,"n.计谋,手段"
plumage,"n.全身羽毛"
plummet,"v.暴跌,骤然下落"
plunder,"v.劫掠,窃取"
plunge,"v.骤降,猛跌"
poise,"v.使平衡,准备好做某事"
polarize,"v.使两极分化,使对立"
polemical,"adj.争论的,争辩的"
polished,"adj.优雅的,有教养的"
pollen,"n.花粉"
polymath,"n.博学家"
polymer,"n.聚合体"
pompous,"adj.自大的,自命不凡的"
ponder,"v.仔细考虑,思索"
ponderous,"adj.缓慢的,笨拙的,乏味呆板的"
pontificate,"v.自负地谈论,傲慢地谈论"
popularize,"v.使受欢迎,使普及"
porcelain,"n.瓷器"
porous,"adj.多孔的,可渗透的"
portend,"v.预示,预兆"
portentous,"adj.预兆的,自命不凡"
posit,"v.假设,断定"
posthumous,"adj.死后的"
postpone,"v.推迟,延期"
pottery,"n.陶器"
practitioner,"n.实践者,从事者"
pragmatic,"adj.务实的,实用的"
preachy,"adj.说教的"
Precambrian,"n.前寒武纪"
precarious,"adj.危险的,不稳定的"
precede,"v.先于,发生在...之前,(地位,重要性)高于..."
precious,"adj.宝贵的,珍贵的"
precipitate,"v.促使,导致 adj.仓促的,匆忙的"
precipitous,"adj.仓促的,急剧的,陡峭的"
preclude,"v.阻止,排除"
precocial,"adj.早熟性的"
precocious,"adj.早熟的"
preconception,"n.先入之见,成见"
predate,"v.早于,先于"
predecessor,"n.前身,前辈"
predicament,"n.困境,窘境"
predictable,"adj.可预见的,可预料到的"
predilection,"n.偏爱,爱好"
predispose,"v.使有倾向,使有意向"
predominant,"adj.占主导地位的"
preeminent,"adj.卓越的,杰出的,首要的"
preempt,"v.预先占有,预先阻止,制止"
prefigure,"v.预示,预兆"
prejudice,"n.偏见,成见"
preliminary,"adj.初步的,预备的"
premeditate,"v.预先考虑"
premise,"n.前提"
premonitory,"adj.先兆的,预兆的"
prenatal,"adj.产前的"
preponderant,"adj.主导的,最重要的"
prepossessing,"adj.给人好感的,有吸引力的"
prerequisite,"n.先决条件,前提"
prerogative,"n.特权"
presage,"v.预示,预兆"
prescient,"adj.预知的,预见的"
preside,"v.主持,负责,管理"
pressing,"adj.紧迫的,迫切的"
prestigious,"adj.有威望的,受尊敬的"
presume,"v.假定,推测"
presumptuous,"adj.放肆的,冒昧的"
presuppose,"v.预先假定,以...为前提条件"
preternatural,"adj.超自然的,异乎寻常的"
pretext,"n.借口"
prickly,"adj.多刺的,棘手的,易怒的"
primate,"n.灵长类动物"
primeval,"adj.原始的,远古的"
primitive,"adj.原始的,初步的"
prior,"adj.在前的,先前的"
pristine,"adj.原始的,质朴的,未被侵害腐蚀的"
privilege,"n.特权"
probe,"v.调差,探听"
probity,"n.正直,诚实"
proclaim,"v.宣布,声明"
prodigal,"adj.挥霍浪费的,奢侈的"
profess,"v.声称"
proffer,"v.提供"
profligate,"adj.肆意挥霍的"
profound,"adj.深刻的,深奥的"
progenitor,"n.先驱"
progeny,"n.后代,后裔"
prognosis,"n.预期,预判"
prohibitive,"adj.禁止的,抑制的,(因价格高而)令人望而却步的"
project,"n.计划,项目 v.预计,投影,投射"
prolific,"adj.多产的"
prolix,"adj.啰嗦的,冗长的"
prolong,"v.延长,拖长"
prominent,"adj.显著的,杰出的,著名的"
promise,"v.承诺 n.成功的迹象,光明的前景"
promulgate,"v.传播,宣传"
prone,"adj.有...倾向的,易于...的"
pronounced,"adj.显著的"
proofread,"v.校对"
propagate,"v.宣传,传播"
propensity,"n.倾向,习性"
prophetic,"adj.预示的,预言性的"
propitiate,"v.抚慰,使平息怒火"
proportional,"adj.成比例的,相称的"
proposition,"n.观点,主张,命题"
proprietary,"adj.私有的,专有的"
propriety,"n.适当,得体,礼仪"
prosaic,"adj.平淡的,乏味的"
proscribe,"v.禁止"
prospect,"n.前景,预期 v.勘探"
prosperous,"adj.兴旺的,繁荣的"
protagonist,"n.主要人物,主角"
protean,"adj.多变的,多样的"
protein,"n.蛋白质"
protocol,"n.约定,协议,礼节"
protoplanetary,"adj.原始行星的"
protract,"v.延长,拖长"
provenance,"n.起源,来源"
proverb,"n.谚语,格言"
provincialism,"n.狭隘,地方主义"
provisional,"adj.临时的,暂时性的"
provocative,"adj.引起的,挑衅的"
proximity,"n.邻近,接近"
proxy,"n.代理人,代替者"
prudent,"adj.审慎的,精明的"
prune,"v.削减,删除"
prying,"adj.窥探的"
pseudonym,"n.假名,笔名"
pseudoscience,"n.伪科学"
psyche,"n.心灵"
puerile,"adj.幼稚的,愚蠢的"
pugnacious,"adj.好争吵的,好斗的"
pulley,"n.滑轮"
pulsate,"v.有节奏地运动,搏动"
punctilious,"adj.一丝不苟的"
pundit,"n.权威,专家"
pungent,"adj.辛辣刺激的,讽刺的,尖刻的"
puny,"adj.弱小的,微弱的"
pupa,"n.蛹"
purify,"v.净化,使纯净"
purport,"v.声称"
pushover,"n.易被说服的人"
putative,"adj.公认的,推定的"
quack,"n.江湖郎中,骗子"
Quaker,"n.贵格会教徒"
quandary,"n.窘境,困境"
quarantine,"n.隔离,检疫"
quarry,"v.开采"
quash,"v.平息,压制,撤销,废止"
quell,"v.平息,镇压"
quench,"v.熄灭,使满足"
querulous,"adj.发牢骚的,爱抱怨的"
query,"v.质疑"
quibble,"v.挑剔,吹毛求疵"
quintessential,"adj.典型的"
quip,"n.妙语,讽刺"
quirk,"n.怪癖"
quixotic,"adj.空想的,不切实际的"
quizzical,"adj.古怪的,诧异的,嘲讽的"
quotidian,"adj.日常的,寻常的"
rabid,"adj.偏激的,狂暴的"
radiant,"adj.光芒四射的,神采奕奕的"
rail,"v.猛烈抨击,责骂"
raillery,"n.玩笑,调侃"
rally,"v.聚集,团结"
rambling,"adj.冗长的,杂乱的"
ramification,"n.后果,影响"
rampant,"adj.猖獗的,泛滥的"
ramshackle,"adj.破败不堪的,摇摇欲坠的"
rancor,"n.怨恨,敌意"
rant,"v.咆哮 n.咆哮,斥责"
rapacious,"adj.贪婪的"
rapport,"n.和睦,友善"
ratify,"v.批准,认可"
ratio,"n.比率"
rattle,"v.使紧张不安,使慌乱"
raucous,"adj.沙哑的,刺耳的"
raze,"v.彻底摧毁"
reactionary,"adj.保守的,反动的"
realm,"n.领域,范围"
reap,"v.收货,得到"
rebellious,"adj.反叛的,叛逆的"
rebuff,"v.断然拒绝,否定"
rebuke,"v.指责,严厉批评"
recalcitrant,"adj.不服从命令的,桀骜不驯的"
recant,"v.公开放弃"
recapitulate,"v.概括,重述要点"
recast,"v.重塑,重新呈现"
recipient,"n.接受者"
reckless,"adj.轻率的,鲁莽的,不计后果的"
reckon,"v.估计,认为"
reclaim,"v.开垦,恢复,收回(权利),改造,挽救(错误)"
recoil,"v.畏缩,后退"
reconnaissance,"n.侦查"
recourse,"n.依赖"
rectitude,"n.正直,公正"
recumbent,"adj.躺着的"
redeem,"v.弥补,挽回"
redolent,"adj.芬芳的"
refrigerant,"n.制冷剂"
refulgent,"adj.辉煌的"
regal,"adj.富丽堂皇的,豪华的"
regimen,"n.规则,方法"
regiment,"v.严格管制 n.军团"
rehabilitate,"v.康复,恢复"
rehash,"v.(无实质修改地)重提,重复"
reiterate,"v.重述,重申"
rejuvenate,"v.恢复青春,恢复活力"
relegate,"v.使降级,授权,委托"
relentless,"adj.坚持不懈的,不间断的"
reliability,"n.可靠性"
relief,"n.宽慰,(疼痛或痛苦的)减轻,解除,浮雕"
relish,"v.享受,喜爱"
reminiscent,"adj.怀旧的,使人想起的"
remorse,"n.懊悔,悔恨"
remunerate,"v.提供报酬,给与补偿"
renegade,"n.叛徒,变节者"
renege,"v.反悔,否认"
renounce,"v.宣布放弃,抛弃"
renunciation,"n.声明放弃"
repackage,"v.重新包装"
reparation,"n.赔偿,弥补"
repeal,"v.废除,撤销"
repel,"v.击退,驱逐,使厌恶"
repetitious,"adj.反复的,重复乏味的"
reprieve,"v.延缓,暂缓 n.缓刑,延缓,缓解"
reprimand,"v.训斥,谴责"
reproach,"v.责备,指责"
reprobate,"v.斥责 n.堕落者,放荡者"
reptile,"n.爬行动物"
repugnant,"adj.令人反感的,令人厌恶的"
rescind,"v.撤销,废除"
resent,"v.怨恨,憎恶"
resolute,"adj.坚决的,果敢的"
resonate,"v.回响,引发共鸣"
respite,"n.暂停,暂缓"
restive,"adj.厌烦的,不安的,难驾驭的"
restless,"adj.焦躁不安的"
resurrect,"v.恢复,重新出现"
resuscitate,"v.使复活,使复兴"
retain,"v.保留,保持"
retaliate,"v.报复,还击"
retard,"v.妨碍,减缓"
retention,"n.保持,保留"
reticent,"adj.沉默寡言的"
retinal,"adj.视网膜的"
retract,"v.撤回,收回"
retroactive,"adj.有追溯力的"
retrograde,"adj.倒退的,退化的"
revel,"v.陶醉,沉湎"
revenge,"v.报复,复仇"
reverberate,"v.反射,回声,产生巨大影响,影响深远"
reverent,"adj.恭敬的,虔诚的"
reverie,"n.幻想"
reverse,"v.颠倒,反转"
revert,"v.恢复,重回"
revisionist,"adj.修正主义的"
revitalize,"v.使复兴,使恢复活力"
revive,"v.使复苏,使复兴"
revoke,"v.撤销,废除"
rhapsody,"n.狂想曲"
ribald,"adj.下流的,粗俗的"
riddle,"n.谜团,费解的事"
ridiculous,"adj.荒谬的,荒唐可笑的"
rife,"adj.(常指坏事)充斥的,盛行的"
rip,"v.撕裂"
rivalry,"n.竞争,敌对"
riveting,"adj.吸引人的,令人着迷的"
roil,"v.搅乱,使混乱"
rosy,"adj.乐观的,充满希望的"
rote,"adj.机械式的"
rouse,"v.唤醒,煽动,鼓动"
rue,"v.后悔,悔恨"
ruminate,"v.沉思,琢磨"
rupture,"v.裂开 n.破裂"
ruthless,"adj.残忍的,冷酷无情的"
sabotage,"v.蓄意破坏"
sacrilege,"n.亵渎,不敬"
sacrosanct,"adj.神圣的,不容侵犯的"
sagacious,"adj.精明的,睿智的"
sage,"n.智者,哲人"
saint,"n.圣徒,圣人"
salacious,"adj.淫秽的,猥亵的"
saline,"adj.含盐的"
salubrious,"adj.有益健康的"
salvage,"v.抢救,营救"
sanctimonious,"adj.伪善的,假装虔诚的"
sanctuary,"n.避难所,庇护所"
sapient,"adj.智慧的,聪明的"
sarcasm,"n.讽刺,挖苦"
sardonic,"adj.讥讽的,嘲笑的"
sartorial,"adj.裁缝的,缝纫的"
satiate,"v.使满足,使厌腻"
satire,"n.讽刺"
savage,"adj.残暴的 v.猛烈抨击"
savor,"v.享受,品尝"
savvy,"adj.精明的 n.见识,实际知识,悟性"
scandalous,"adj.可耻的"
scaremonger,"n.危言耸听者,散布谣言者"
scathing,"adj.尖锐的,刻薄的"
schema,"n.概要,梗概"
schism,"n.分离,分裂"
scintillate,"v.闪烁"
scoff,"v.嘲笑,讥讽,贪婪地吃"
scorn,"v.轻视,蔑视"
scruple,"n.顾忌,顾虑"
scrupulous,"adj.小心谨慎的,一丝不苟的"
scrutable,"adj.可以理解的"
scrutinize,"v.仔细检查"
seamy,"adj.卑鄙的,丑恶的"
sebum,"n.皮脂"
secondhand,"adj.间接的,二手的"
secretive,"adj.深藏不露的,讳莫如深的"
sectarian,"adj.宗派的,狭隘的"
secure,"v.获得,争取到"
seditious,"adj.煽动性的"
seduce,"v.引诱"
sedulous,"adj.勤奋的"
seemly,"adj.得体的,适当的"
seep,"v.渗漏,渗透"
seethe,"v.愤怒,生闷气,翻滚,沸腾"
segment,"n.部分 v.细分,划分"
seismic,"adj.地震的"
self-effacing,"adj.自谦的,谦逊的"
self-evident,"adj.不证自明的,不言而喻的"
self-regard,"n.自我关注,自爱"
self-serving,"adj.自私的"
self-styled,"adj.自诩的,自封的"
semantic,"adj.语义的"
senescence,"n.衰老"
sensational,"adj.引起轰动的"
sensuous,"adj.给人快感的,愉悦感官的"
sententious,"adj.爱说教的,简要的,精炼的"
sequential,"adj.按顺序的"
sequester,"v.使隔离,使隔绝"
serendipity,"n.意外发现珍奇事物的能力"
serene,"adj.宁静的,平静的"
sermon,"n.布道,说教"
serum,"n.血清"
setback,"n.挫折,障碍"
sever,"v.切断,割开"
shackle,"v.束缚,阻碍"
shallow,"adj.浅的,肤浅的,浅薄的"
shirk,"v.逃避,规避"
shoal,"n.鱼群 v.成群游动"
shoddy,"adj.粗劣的,粗糙的,卑劣的"
shortcoming,"n.缺点,短处"
shortcut,"n.捷径,近路"
shoulder,"v.承担"
shrewd,"adj.精明的"
shriek,"v.尖叫"
shrill,"adj.尖厉的,刺耳的"
sidestep,"v.回避,规避"
siege,"n.围困,围攻"
sift,"v.细查,筛查"
signify,"v.表明,象征,意味着"
silicon,"n.硅"
simulate,"v.模拟,模仿,假装"
sinister,"adj.邪恶的,不详的"
sinistral,"adj.左旋的"
skink,"n.石龙子,小蜥蜴"
skirt,"v.回避,避开"
skittish,"adj.易受惊的,善变的"
skullduggery,"n.舞弊,欺诈"
slacken,"v.使减弱,使缓和"
slapdash,"adj.马虎的,草率的"
slaughter,"v.屠杀,杀戮"
slay,"v.杀害"
sleazy,"adj.卑劣的,不光彩的"
slew,"n.许多,大量"
sluggish,"adj.缓慢的,迟缓的"
slumber,"v.睡眠,蛰伏"
slump,"v.急剧下跌,暴跌"
slur,"n.诽谤,诋毁"
smallpox,"n.天花"
smother,"v.使窒息,闷死,抑制,压制"
smug,"adj.自鸣得意的,沾沾自喜的"
sng,"n.(隐藏或者意料之外的)困难,障碍"
snappish,"adj.暴躁的,声色俱厉的"
snapshot,"n.快照,抓拍的照片"
snub,"v.轻视,怠慢,冷落"
sociability,"adj.社交性,善于社交"
sodium,"n.纳"
solace,"n.安慰,抚慰"
sole,"n.鞋底,脚掌 adj.仅有的,唯一的"
solemn,"adj.严肃的,庄严的"
solicitous,"adj.挂念的,担心的"
soliloquy,"n.独白"
solitary,"adj.孤独的"
solitude,"n.独处,告白"
soluble,"adj.可溶解的,可解决的,可解释的"
solvent,"adj.能溶解的,有偿付能力的"
somnolent,"adj.瞌睡的,困倦的"
sonata,"n.奏鸣曲"
sonorous,"adj.声音响亮的"
soothe,"v.安慰,缓和"
sophist,"n.诡辩者"
soporific,"adj.催眠的"
soprano,"n.最高音部,女高音"
sordid,"adj.卑劣的,可耻的"
sow,"v.播种 n.母猪"
spacious,"adj.广阔的,宽敞的"
sparse,"adj.稀少的,稀疏的"
spartan,"adj.简朴的,清苦的"
spate,"n.大批,许多"
spearhead,"v.领导,倡导"
spectacular,"adj.壮观的,引人注目的"
sperm,"n.精子"
spew,"v.喷出,涌出"
spite,"n.恶意,怨恨"
splendor,"n.壮丽,光辉"
spontaneous,"adj.自发的"
spoof,"n.戏弄,嘲讽"
sporadic,"adj.偶尔的,间断发生的"
spotlight,"n.公众注意的中心"
spout,"v.喷出,喋喋不休的说"
sprawl,"v.蔓延,扩展"
spurn,"v.轻蔑地拒绝"
spurt,"n.激增,冲刺"
squander,"v.挥霍,浪费"
square,"v.与...一致"
squelch,"v.压制,镇压"
staid,"adj.严肃的,古板的"
stale,"adj.陈腐的,缺乏新鲜感的"
stalemate,"n.僵局"
stalwart,"adj.坚定的,忠实的"
standstill,"n.停止,停顿"
staple,"adj.主要的,基本的 n.主要产品,主食"
starch,"n.淀粉"
statute,"n.法令,法规"
staunch,"adj.坚定的,忠诚的"
steadfast,"adj.坚定的,坚信的"
sterile,"adj.贫瘠的,不育的,无菌的,消毒的"
sterling,"adj.出色的,优异的"
stern,"adj.严厉的,苛刻的"
stigma,"n.耻辱"
stilted,"adj.浮夸的,虚伪的"
stingy,"adj.吝啬的,小气的"
stitch,"n.针脚,缝线 v.缝合"
stoic,"adj.坚忍的"
stonewall,"v.拖延,阻碍"
strait,"n.困境,窘境"
stratified,"adj.分阶层的,等级分化的"
stratocumulus,"n.层积云"
strew,"v.散播,布满"
strife,"n.冲突,争斗"
stump,"v.难倒,把...难住"
subconscious,"adj.潜意识的,下意识的"
subdue,"v.征服,制服,抑制,减轻"
subjugate,"v.征服,制伏"
submerge,"v.沉没,淹没"
subside,"v.下沉,减弱,平息"
subsidiary,"adj.次要的,附属的"
subsidize,"v.资助,支持"
subsist,"v.生存,维持,继续"
subterfuge,"n.诡计,伎俩"
succinct,"adj.简要的,简明的"
suffice,"v.足够,使满足"
suffocate,"v.窒息,扼杀"
sullen,"adj.阴郁的,闷闷不乐的"
sully,"v.玷污,弄脏"
sumptuous,"adj.奢华的,豪华的"
supercilious,"adj.傲慢的,自大的"
superfluous,"adj.多余的,过剩的,不必要的"
superintendent,"n.主管,监督"
supernatural,"adj.超自然的,不可思议的"
suppliant,"adj.恳求的,哀求的"
surfeit,"n.过量,过多"
surly,"adj.暴躁的,乖戾的"
surplus,"n.剩余,过剩"
surrealism,"n.超现实主义"
surreptitious,"adj.秘密的,鬼鬼祟祟的"
suspense,"n.悬念"
swarm,"n.(蜜蜂等昆虫的)一大群,一大窝"
swirl,"n.旋转 v.旋转,起旋涡"
sycophant,"n.阿谀奉承的人,马屁精"
synapse,"n.突触"
synopsis,"n.梗概,纲要"
tacit,"adj.缄默的,默认的,心照不宣"
taciturn,"adj.沉默寡言的"
tackle,"v.处理,解决"
tailor,"v.调整,量身打造"
taint,"v.玷污,败坏"
tame,"adj.驯服的 v.驯化,控制 adj.枯燥乏味的"
tarnish,"v.玷污"
tarpaulin,"n.帆布,防水布"
taunt,"v.讽刺,奚落"
tawdry,"adj.廉价的,俗气的"
taxing,"adj.费力的"
taxonomy,"n.分类学"
teem,"v.充满"
telling,"adj.显著的,强有力的"
temperament,"n.性情,秉性"
tempestuous,"adj.狂暴的,动荡不定的"
temptation,"n.诱惑,引诱"
tenable,"adj.站得住脚的,有道理的"
tenant,"n.房客,租户"
tepid,"adj.冷淡的,不热情的"
terminate,"v.终止,结束"
terminology,"n.术语"
terse,"adj.简短的,短促无礼的"
tertiary,"adj.第三的,第三级的"
testament,"n.证明,证据,遗嘱"
theology,"n.神学"
thorny,"adj.棘手的,复杂难懂的"
thrift,"n.节约,节俭"
timeworn,"adj.陈腐的"
timid,"adj.胆怯的"
timorous,"adj.胆怯的"
tinker,"v.乱修,乱调整"
tolerate,"v.容忍,忍受"
tonic,"adj.滋补的"
topography,"n.地貌,地形学"
torrid,"adj.酷热的,热情的"
totalitarian,"adj.极权主义的"
totemic,"adj.图腾的,标志的"
toxin,"n.毒素"
tractable,"adj.顺从的,易处理的"
trade-off,"n.交换"
trailblazer,"n.先驱"
transcribe,"v.抄写,誊写"
transgress,"v.违反"
transit,"v.通过 n.运输"
traumatic,"adj.创伤的,痛苦的"
travail,"v.辛勤努力的"
traverse,"v.穿过"
treacherous,"adj.背叛的"
trenchant,"adj.犀利的,尖刻的"
tribulation,"n.苦难,磨难"
tributary,"n.支流 adj.支流的,辅助的"
trickster,"n.骗子"
trio,"n.三重奏,三件套"
trite,"adj.陈腐的,老套的"
trope,"n.比喻"
troupe,"n.剧团"
truncate,"v.截短,删减"
tumble,"v.跌倒,下跌"
turgid,"adj.浮夸的"
turmoil,"n.混乱,动荡"
tyro,"n.初学者,菜鸟"
ubiquitous,"adj.无处不在的"
umbrage,"n.生气,愤懑"
unalloyed,"adj.纯粹的,不掺杂的"
unassailable,"adj.坚不可摧的,无懈可击的"
unassuming,"adj.低调的,谦逊的"
unattainable,"adj.无法实现的,不可达成的"
unbalanced,"adj.偏颇的,不公正的"
unblemished,"adj.无污点的,无瑕疵的,完好的"
unbounded,"adj.无限的,无穷尽的"
uncanny,"adj.奇异的,费解的"
unchecked,"adj.未被抑制的,未被阻止的"
underappreciated,"adj.低估的,未得到充分重视或评价的"
underplay,"v.贬低,对...轻描淡写"
underrate,"v.低估,看轻"
understate,"v.轻描淡写"
undiscriminating,"adj.无法辨别的"
undue,"adj.过度的"
uneasy,"adj.不安的"
unencumbered,"adj.不受妨碍的,无负担的"
unerring,"adj.一贯正确的,不出错误的"
unexampled,"adj.无前例的,绝无仅有的"
unexceptionable,"adj.无懈可击的,完美的"
unexceptional,"adj.普通的"
unfeeling,"adj.无情的"
unfettered,"adj.自由的,无拘无束的"
unflagging,"adj.不松懈的,持续的"
unflinching,"adj.不畏缩的,坚定的"
ungainly,"adj.笨拙的"
unimpeachable,"adj.无可指责的,无懈可击的"
univocal,"adj.含义明确的"
unkempt,"adj.不整洁的"
unleash,"v.释放"
unprepossessing,"adj.不吸引人的"
unpretentious,"adj.朴素低调的,不做作的"
unproven,"adj.未被验证的"
unremitting,"adj.持续的,不懈的"
unruly,"adj.难管控的,难以驾驭的"
unseemly,"adj.不得体的,不合适的"
unsettling,"adj.使人不安的"
unsurpassed,"adj.无与伦比的,卓越的"
untoward,"adj.不幸的,倒霉的"
unwavering,"adj.坚定不移的,不动摇的"
unwieldy,"adj.笨重的"
unyielding,"adj.顽强不屈的,坚定的"
upend,"v.颠倒"
upheaval,"n.动乱,剧变"
upright,"ad正直的,诚实的"
upshot,"n.结果"
upsurge,"n.急剧上升"
usurp,"v.篡夺,夺取"
utopia,"n.乌托邦,理想社会"
vacant,"adj.空的,空缺的"
vacillate,"v.摇摆,犹豫"
vacuous,"adj.空洞的"
vain,"adj.徒劳的,自负的"
vainglorious,"adj.非常自负的"
valediction,"n.告别,告别辞"
valiant,"adj.勇敢的"
validate,"v.证实"
valorize,"v.提升价值,赞扬"
vanquish,"v.击败,战胜"
vaporize,"v.蒸发,使消散"
variance,"n.差异,不同"
varnish,"v.粉饰,掩饰"
vascular,"adj.脉管的,血管的"
vault,"n.拱棚,储藏室 v.跳跃"
vaunt,"v.吹嘘"
veer,"v.改变方向,改变"
vehement,"adj.激烈的,狂暴的"
venal,"adj.唯利是图的,贪污腐败的"
vendor,"n.商贩,小贩"
vengeful,"adj.想报仇的,有报复心理的"
venom,"n.怨恨,恶意,毒液"
venue,"n.场所,地点"
veracity,"n.真实,诚实"
verisimilitude,"n.逼真"
vertigo,"n.头晕,眩晕"
vex,"v.烦扰,使恼火"
vicarious,"adj.取代的,代替的"
vicious,"adj.邪恶的,恶毒的"
victimize,"v.迫害,使受害,使受骗"
vilify,"v.诽谤,污蔑"
vindictive,"adj.报仇的,想报复的"
vintage,"adj.上好的,优质的 n.葡萄收获期"
virtuoso,"n.大师,专家 adj.技艺精湛的"
virtuous,"adj.道德高尚的"
virulent,"adj.恶毒的,充满敌意的"
viscous,"adj.粘性的,黏稠的"
vista,"n.景色,景观"
vitiate,"v.损害,削弱"
vitriolic,"adj.刻薄的,尖刻的"
vituperate,"v.责骂,谩骂"
vivacious,"adj.活泼的,快活的"
vociferous,"adj.大声的,喧嚷的"
vogue,"n.时尚,流行"
void,"adj.无效的,空的,没有的"
voluminous,"adj.大量的,庞大的"
vulgar,"adj.粗俗的,无教养的"
waffle,"v.胡扯,胡说"
waggish,"adj.诙谐的,滑稽的"
walnut,"n.核桃"
wanderlust,"n.漫游癖,旅行癖"
wanting,"adj.缺少的,未到达标准的,不合格的"
ward,"n.保卫"
warp,"v.扭曲,变形"
wasp,"n.黄蜂"
wastrel,"n.败家子,浪费者"
waver,"v.犹豫,动摇"
wean,"v.断奶,戒除"
weasel,"n.黄鼠狼"
well-defined,"adj.定义清晰的,明确的"
welter,"n.混乱,杂乱"
wherewithal,"n.必要设施,必要手段"
whet,"v.刺激,激发,磨快,磨光"
whilst,"conj.同时,然而"
wholehearted,"adj.全心全意的"
wholesale,"adj.大规模的,批发的"
wholesome,"adj.有益身心的,有益健康的"
wicked,"adj.邪恶的,恶毒的"
wide-ranging,"adj.范围广泛的"
wield,"v.掌控,运用,行使"
willful,"adj.故意的,固执任性的"
willy-nilly,"adv.随意地,胡乱地"
winnow,"v.筛选"
wistful,"adj.(因求而不得)伤感的,失意的"
wither,"v.枯萎,衰弱"
witty,"adj.诙谐的,机智的"
wondrous,"adj.奇异的,令人惊叹的"
wont,"adj.习惯于的,惯常的"
worldly,"adj.尘世的,世俗的,老于世故的"
worrisome,"adj.令人担忧的"
worship,"v.崇拜,敬仰"
wrest,"v.抢夺,攫取"
wretched,"adj.不幸的,可怜的,痛苦的,哀伤的"
wrongheaded,"adj.坚持错误的,执迷不悟的"
xenophobe,"n.仇恨或惧怕外国人的人"
yardstick,"n.衡量标准,准绳"
yarn,"n.纱,线"
yearn,"v.渴望,渴求"
yeast,"n.发酵剂,引发事件的因素"
zenith,"n.顶点,顶峰"
zigzag,"adj.曲折的,之字形的"
abbreviate,"v.缩写,缩减"
abdicate,"v.放弃(职位,权利等)"
abet,"v.支持,鼓励,协助,支持"
abide,"v.等待,停留"
abnegate,"v.否定,放弃"
abominate,"v.憎恶"
abrade,"v.磨损,使厌倦"
abrogate,"v.废除"
abscond,"v.逃走"
absolve,"v.免除责任,赦免罪行"
abstain,"v.戒除,抑制"
abstemious,"adj.有节制的"
abstinence,"n.节制,禁欲"
accession,"n.增加,就任,登基,正式加入"
acclimate,"v.适应"
accolade,"n.荣誉,称赞"
accost,"v.(唐突或带有威胁性地)搭讪"
accrete,"v.共生,逐渐增长"
acme,"n.顶峰,顶点"
acrid,"adj.辛辣的,刺鼻的,尖刻的"
abjourn,"v.将...延期"
adjure,"v.恳求,命令"
adroit,"adj.熟练的,聪明的"
adulterate,"v.掺假或掺加有低劣成分"
adumbrate,"v.隐隐预示,遮蔽"
adventitious,"adj.外来的,非内在的"
advert,"v.引起注意,提及"
affiliate,"v.隶属于,并入"
affix,"v.粘上,固定"
agglomerate,"v.聚集"
aggrieve,"v.使痛苦"
aghast,"adj.惊恐的"
agonize,"v.焦虑,感到痛苦"
airtight,"adj.密封的,无懈可击的"
alacrity,"n.乐意,敏捷"
alarmist,"n.危言耸听的人"
all-important,"adj.至关重要的"
